"id","firebase_uid","name","email","password","phone","dob","location","address","country","state","city","landmark","pincode","avatar","is_verified","verification_token","password_reset_token","password_reset_expires","preferences","permissions","internal_role","internal_permissions","territory_id","manager_id","commission_rate","is_active","last_login_at","created_at","updated_at","role","staff_role","internalRole","internalPermissions","territoryId","managerId","commissionRate","isActive","lastLoginAt"
"812f750f-120f-4a79-8368-3464729a4cda",NULL,"Regular User","user@goroomz.com","$2a$12$/U/DViPWK5RczY1q./qnK.02lt6QiTW3Ptt3KsY/AgFxyUQLIvhuu","9876543211",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,"{""language"": ""en"", ""notifications"": {""sms"": false, ""email"": true}}","{""canCheckIn"": false, ""canCheckOut"": false, ""canManageRooms"": false, ""canManageStaff"": false, ""canViewReports"": false, ""canRecordPayments"": false, ""canUpdateRoomStatus"": false, ""canManageMaintenance"": false}",NULL,"{""canManageAgents"": false, ""canManageTickets"": false, ""canViewAuditLogs"": false, ""canManageCommissions"": false, ""canManageTerritories"": false, ""canOnboardProperties"": false, ""canApproveOnboardings"": false, ""canAccessAllProperties"": false, ""canManageSystemSettings"": false, ""canBroadcastAnnouncements"": false}",NULL,NULL,NULL,True,NULL,"2025-11-20 17:03:21.436+05:30","2025-11-20 17:03:21.436+05:30","user",NULL,NULL,NULL,NULL,NULL,NULL,True,NULL
"82d122fa-9276-41ad-9355-d094da0ae701",NULL,"Property Owner","owner@goroomz.com","$2a$12$/eewz4aNs25eDHbAy4M9zerdeH6lWJppV60eozD3yqo7D9rFIbP6O","9876543210",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,"{""language"": ""en"", ""notifications"": {""sms"": false, ""email"": true}}","{""canCheckIn"": false, ""canCheckOut"": false, ""canManageRooms"": false, ""canManageStaff"": false, ""canViewReports"": false, ""canRecordPayments"": false, ""canUpdateRoomStatus"": false, ""canManageMaintenance"": false}",NULL,"{""canManageAgents"": false, ""canManageTickets"": false, ""canViewAuditLogs"": false, ""canManageCommissions"": false, ""canManageTerritories"": false, ""canOnboardProperties"": false, ""canApproveOnboardings"": false, ""canAccessAllProperties"": false, ""canManageSystemSettings"": false, ""canBroadcastAnnouncements"": false}",NULL,NULL,NULL,True,NULL,"2025-11-20 17:03:21.094+05:30","2025-11-20 17:03:21.094+05:30","owner",NULL,NULL,NULL,NULL,NULL,NULL,True,NULL
"8cf9f4fd-747e-43d6-993b-e40c708fc4fa",NULL,"Lisa Thompson","lisa.thompson@goroomz.com","$2a$12$vrbGYhVQgNrigRjJZWmQ.uzlrK3DqCjfznYDEw.6GMqCw2OdkVNVS","+919876543218",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,"{""language"": ""en"", ""notifications"": {""sms"": false, ""email"": true}}","{""canCheckIn"": false, ""canCheckOut"": false, ""canManageRooms"": false, ""canManageStaff"": false, ""canViewReports"": false, ""canRecordPayments"": false, ""canUpdateRoomStatus"": false, ""canManageMaintenance"": false}","operations_manager","{""canManageAgents"": false, ""canManageTickets"": true, ""canViewAuditLogs"": false, ""canManageCommissions"": false, ""canManageTerritories"": false, ""canOnboardProperties"": false, ""canApproveOnboardings"": false, ""canAccessAllProperties"": true, ""canManageSystemSettings"": false, ""canBroadcastAnnouncements"": true}",NULL,NULL,NULL,True,"2025-11-21 19:43:16.228+05:30","2025-11-21 19:53:22.212+05:30","2025-11-21 19:53:22.212+05:30","user",NULL,NULL,NULL,NULL,NULL,NULL,True,NULL
"929866f9-611e-471b-ae9f-1c9064932039",NULL,"Aisha Patel","aisha.patel@goroomz.com","$2a$12$7GZ4XZsH7YNYAFEEEYgtJut0AjqxBzMKhVr7nFYRhjdNcCT9cuS6C","+919876543214",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,"{""language"": ""en"", ""notifications"": {""sms"": false, ""email"": true}}","{""canCheckIn"": false, ""canCheckOut"": false, ""canManageRooms"": false, ""canManageStaff"": false, ""canViewReports"": false, ""canRecordPayments"": false, ""canUpdateRoomStatus"": false, ""canManageMaintenance"": false}","agent","{""canManageAgents"": false, ""canManageTickets"": false, ""canViewAuditLogs"": false, ""canManageCommissions"": false, ""canManageTerritories"": false, ""canOnboardProperties"": true, ""canApproveOnboardings"": false, ""canAccessAllProperties"": false, ""canManageSystemSettings"": false, ""canBroadcastAnnouncements"": false}",NULL,NULL,"5.00",True,"2025-11-21 19:50:16.228+05:30","2025-11-21 19:53:19.764+05:30","2025-11-21 19:53:19.764+05:30","user",NULL,NULL,NULL,NULL,NULL,NULL,True,NULL
"9355234c-c5fd-4434-8f3b-c8b106770d65",NULL,"Meera Iyer","meera.iyer@example.com","$2a$12$qmYWkLRmLff/riexAEf98u29UFzB/zy2LgYoDyhspjZX3Mzfsr14C","+919876501239",NULL,NULL,NULL,"India","Tamil Nadu","Chennai",NULL,NULL,NULL,True,NULL,NULL,NULL,"{""language"": ""en"", ""notifications"": {""sms"": false, ""email"": true}}","{""canCheckIn"": false, ""canCheckOut"": false, ""canManageRooms"": false, ""canManageStaff"": false, ""canViewReports"": false, ""canRecordPayments"": false, ""canUpdateRoomStatus"": false, ""canManageMaintenance"": false}",NULL,"{""canManageAgents"": false, ""canManageTickets"": false, ""canViewAuditLogs"": false, ""canManageCommissions"": false, ""canManageTerritories"": false, ""canOnboardProperties"": false, ""canApproveOnboardings"": false, ""canAccessAllProperties"": false, ""canManageSystemSettings"": false, ""canBroadcastAnnouncements"": false}",NULL,NULL,NULL,True,NULL,"2025-11-21 19:55:53.425+05:30","2025-11-21 19:55:53.425+05:30","owner",NULL,NULL,NULL,NULL,NULL,NULL,True,NULL
"af90cbc9-ff67-48b8-adb7-8d52e0165fb9",NULL,"Mohammed Ali","mohammed.ali@goroomz.com","$2a$12$AsJ.7kZdWey16eNWPvsXV.6bVZ42oUVfXhT.P1kwZiUX.yT1nhW9G","+919876543219",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,"{""language"": ""en"", ""notifications"": {""sms"": false, ""email"": true}}","{""canCheckIn"": false, ""canCheckOut"": false, ""canManageRooms"": false, ""canManageStaff"": false, ""canViewReports"": false, ""canRecordPayments"": false, ""canUpdateRoomStatus"": false, ""canManageMaintenance"": false}","agent","{""canManageAgents"": false, ""canManageTickets"": false, ""canViewAuditLogs"": false, ""canManageCommissions"": false, ""canManageTerritories"": false, ""canOnboardProperties"": true, ""canApproveOnboardings"": false, ""canAccessAllProperties"": false, ""canManageSystemSettings"": false, ""canBroadcastAnnouncements"": false}",NULL,NULL,"5.50",False,"2025-10-22 19:53:16.228+05:30","2025-11-21 19:53:22.765+05:30","2025-11-21 19:53:22.765+05:30","user",NULL,NULL,NULL,NULL,NULL,NULL,True,NULL
"baa06ff1-8f02-41f1-b310-8fcfa4b81248",NULL,"Admin User","admin@goroomz.com","$2a$12$UK6fNm85Ppnlq/9GcxGGKeTclFVXcSZrrwm0Ybg7PPYfUKo/Y2K/O",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,"{""language"": ""en"", ""notifications"": {""sms"": false, ""email"": true}}","{""canCheckIn"": false, ""canCheckOut"": false, ""canManageRooms"": false, ""canManageStaff"": false, ""canViewReports"": false, ""canRecordPayments"": false, ""canUpdateRoomStatus"": false, ""canManageMaintenance"": false}",NULL,"{""canManageAgents"": false, ""canManageTickets"": false, ""canViewAuditLogs"": false, ""canManageCommissions"": false, ""canManageTerritories"": false, ""canOnboardProperties"": false, ""canApproveOnboardings"": false, ""canAccessAllProperties"": false, ""canManageSystemSettings"": false, ""canBroadcastAnnouncements"": false}",NULL,NULL,NULL,True,NULL,"2025-11-20 17:03:20.633+05:30","2025-11-20 17:03:20.633+05:30","admin",NULL,NULL,NULL,NULL,NULL,NULL,True,NULL
"bb3454d8-e1c5-4e37-a640-8c87ca3f405a",NULL,"Sarah Johnson","sarah.johnson@goroomz.com","$2a$12$omru1gwhi9.3Oa8xZmDo3e0XoblcWNZ1QRB9lszTjrFoE4PsP6x1W","+919876543210",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,"{""language"": ""en"", ""notifications"": {""sms"": false, ""email"": true}}","{""canCheckIn"": false, ""canCheckOut"": false, ""canManageRooms"": false, ""canManageStaff"": false, ""canViewReports"": false, ""canRecordPayments"": false, ""canUpdateRoomStatus"": false, ""canManageMaintenance"": false}","superuser","{""canManageAgents"": true, ""canManageTickets"": true, ""canViewAuditLogs"": true, ""canManageCommissions"": true, ""canManageTerritories"": true, ""canOnboardProperties"": true, ""canApproveOnboardings"": true, ""canAccessAllProperties"": true, ""canManageSystemSettings"": true, ""canBroadcastAnnouncements"": true}",NULL,NULL,NULL,True,"2025-11-21 19:51:16.228+05:30","2025-11-21 19:53:16.943+05:30","2025-11-21 19:53:16.943+05:30","user",NULL,NULL,NULL,NULL,NULL,NULL,True,NULL
"c20a535b-3436-4dcb-a9be-829c11eac680",NULL,"Vikram Singh","vikram.singh@goroomz.com","$2a$12$OevuhiLeETv7WIfKEg2scOvLuf6yISbbkBZhqpTCJl0bhIOYFOi7S","+919876543221",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,"{""language"": ""en"", ""notifications"": {""sms"": false, ""email"": true}}","{""canCheckIn"": false, ""canCheckOut"": false, ""canManageRooms"": false, ""canManageStaff"": false, ""canViewReports"": false, ""canRecordPayments"": false, ""canUpdateRoomStatus"": false, ""canManageMaintenance"": false}","agent","{""canManageAgents"": false, ""canManageTickets"": false, ""canViewAuditLogs"": false, ""canManageCommissions"": false, ""canManageTerritories"": false, ""canOnboardProperties"": true, ""canApproveOnboardings"": false, ""canAccessAllProperties"": false, ""canManageSystemSettings"": false, ""canBroadcastAnnouncements"": false}",NULL,NULL,"4.00",True,NULL,"2025-11-21 19:53:23.907+05:30","2025-11-21 19:53:23.907+05:30","user",NULL,NULL,NULL,NULL,NULL,NULL,True,NULL
"f9edf29f-6fc2-4c13-8fd8-053797ea6b2a",NULL,"Michael Chen","michael.chen@goroomz.com","$2a$12$A4NMCeqjni/rwYfhOmEX7uQwJU6PbzZN8az3ld0EBDdrWsH8ikoMu","+919876543211",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,"{""language"": ""en"", ""notifications"": {""sms"": false, ""email"": true}}","{""canCheckIn"": false, ""canCheckOut"": false, ""canManageRooms"": false, ""canManageStaff"": false, ""canViewReports"": false, ""canRecordPayments"": false, ""canUpdateRoomStatus"": false, ""canManageMaintenance"": false}","platform_admin","{""canManageAgents"": true, ""canManageTickets"": true, ""canViewAuditLogs"": true, ""canManageCommissions"": true, ""canManageTerritories"": true, ""canOnboardProperties"": true, ""canApproveOnboardings"": true, ""canAccessAllProperties"": true, ""canManageSystemSettings"": true, ""canBroadcastAnnouncements"": true}",NULL,NULL,NULL,True,"2025-11-21 19:49:16.228+05:30","2025-11-21 19:53:17.651+05:30","2025-11-21 19:53:17.651+05:30","user",NULL,NULL,NULL,NULL,NULL,NULL,True,NULL
"fe637dc6-fe87-4a75-8c60-b796b2b68ca2",NULL,"James Wilson","james.wilson@goroomz.com","$2a$12$HtZD662nkT.81oXMl0VAIui8S/HfKpyqqIYPh3ZZinTgXDOPl47qS","+919876543215",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,"{""language"": ""en"", ""notifications"": {""sms"": false, ""email"": true}}","{""canCheckIn"": false, ""canCheckOut"": false, ""canManageRooms"": false, ""canManageStaff"": false, ""canViewReports"": false, ""canRecordPayments"": false, ""canUpdateRoomStatus"": false, ""canManageMaintenance"": false}","agent","{""canManageAgents"": false, ""canManageTickets"": false, ""canViewAuditLogs"": false, ""canManageCommissions"": false, ""canManageTerritories"": false, ""canOnboardProperties"": true, ""canApproveOnboardings"": false, ""canAccessAllProperties"": false, ""canManageSystemSettings"": false, ""canBroadcastAnnouncements"": false}",NULL,NULL,"4.50",True,"2025-11-21 17:53:16.228+05:30","2025-11-21 19:53:20.294+05:30","2025-11-21 19:53:20.294+05:30","user",NULL,NULL,NULL,NULL,NULL,NULL,True,NULL
"ffb8092b-377e-43a5-afd4-fb57c990087f",NULL,"Vikram Singh","vikram.singh.owner@example.com","$2a$12$m9Rk3avQDG6OhjkvXmz4d.yO1RTALFJ3iuGifOuAf2/DBntIiAFG2","+919876501238",NULL,NULL,NULL,"India","Delhi","Delhi",NULL,NULL,NULL,True,NULL,NULL,NULL,"{""language"": ""en"", ""notifications"": {""sms"": false, ""email"": true}}","{""canCheckIn"": false, ""canCheckOut"": false, ""canManageRooms"": false, ""canManageStaff"": false, ""canViewReports"": false, ""canRecordPayments"": false, ""canUpdateRoomStatus"": false, ""canManageMaintenance"": false}",NULL,"{""canManageAgents"": false, ""canManageTickets"": false, ""canViewAuditLogs"": false, ""canManageCommissions"": false, ""canManageTerritories"": false, ""canOnboardProperties"": false, ""canApproveOnboardings"": false, ""canAccessAllProperties"": false, ""canManageSystemSettings"": false, ""canBroadcastAnnouncements"": false}",NULL,NULL,NULL,True,NULL,"2025-11-21 19:55:53.08+05:30","2025-11-21 19:55:53.08+05:30","owner",NULL,NULL,NULL,NULL,NULL,NULL,True,NULL
